loss,grad_norm,learning_rate,epoch,step,train_runtime,train_samples_per_second,train_steps_per_second,total_flos,train_loss
0.20623502135276794,0.02650042623281479,9.68421052631579e-05,0.052318668252080855,55,,,,,
0.2198886126279831,0.03298642858862877,9.473684210526316e-05,0.05326991676575505,56,,,,,
0.17752720415592194,0.024739708751440048,9.263157894736843e-05,0.05422116527942925,57,,,,,
0.241832435131073,0.03574560210108757,9.052631578947369e-05,0.05517241379310345,58,,,,,
0.22449354827404022,0.032531414180994034,8.842105263157894e-05,0.05612366230677764,59,,,,,
0.1335158348083496,0.029779138043522835,8.631578947368421e-05,0.057074910820451845,60,,,,,
0.23252065479755402,0.03148239478468895,8.421052631578948e-05,0.05802615933412604,61,,,,,
0.26639366149902344,0.031839512288570404,8.210526315789474e-05,0.058977407847800235,62,,,,,
0.15070532262325287,0.042827308177948,8e-05,0.05992865636147444,63,,,,,
0.13792364299297333,0.027070188894867897,7.789473684210526e-05,0.06087990487514863,64,,,,,
0.1534777581691742,0.034570302814245224,7.578947368421054e-05,0.06183115338882283,65,,,,,
0.14630469679832458,0.02582552470266819,7.368421052631579e-05,0.06278240190249702,66,,,,,
0.14817993342876434,0.031383711844682693,7.157894736842105e-05,0.06373365041617123,67,,,,,
0.18571601808071136,0.02571880631148815,6.947368421052632e-05,0.06468489892984543,68,,,,,
0.19494883716106415,0.029374010860919952,6.736842105263159e-05,0.06563614744351962,69,,,,,
0.1966996192932129,0.03486638143658638,6.526315789473685e-05,0.06658739595719382,70,,,,,
0.1654004156589508,0.036719758063554764,6.31578947368421e-05,0.06753864447086802,71,,,,,
0.23736119270324707,0.04950268194079399,6.105263157894737e-05,0.06848989298454221,72,,,,,
0.18079730868339539,0.026890039443969727,5.894736842105263e-05,0.06944114149821641,73,,,,,
0.20358514785766602,0.03263983130455017,5.68421052631579e-05,0.07039239001189061,74,,,,,
0.15920960903167725,0.025728091597557068,5.4736842105263165e-05,0.0713436385255648,75,,,,,
0.15630656480789185,0.024479053914546967,5.2631578947368424e-05,0.072294887039239,76,,,,,
0.2324676811695099,0.028732193633913994,5.052631578947369e-05,0.0732461355529132,77,,,,,
0.16811202466487885,0.02361331321299076,4.842105263157895e-05,0.0741973840665874,78,,,,,
0.22738803923130035,0.034083884209394455,4.6315789473684214e-05,0.0751486325802616,79,,,,,
0.20089054107666016,0.0291473176330328,4.421052631578947e-05,0.07609988109393578,80,,,,,
0.13154317438602448,0.02669287659227848,4.210526315789474e-05,0.07705112960760999,81,,,,,
0.21212893724441528,0.033258598297834396,4e-05,0.07800237812128419,82,,,,,
0.2403048872947693,0.031174518167972565,3.789473684210527e-05,0.07895362663495838,83,,,,,
0.2600163221359253,0.03151105344295502,3.578947368421053e-05,0.07990487514863258,84,,,,,
0.2149198353290558,0.03745013847947121,3.368421052631579e-05,0.08085612366230678,85,,,,,
0.20208406448364258,0.028985852375626564,3.157894736842105e-05,0.08180737217598097,86,,,,,
0.12484733015298843,0.031524524092674255,2.9473684210526314e-05,0.08275862068965517,87,,,,,
0.20940612256526947,0.025306526571512222,2.7368421052631583e-05,0.08370986920332937,88,,,,,
0.14625096321105957,0.03022594004869461,2.5263157894736845e-05,0.08466111771700356,89,,,,,
0.20792637765407562,0.03564675897359848,2.3157894736842107e-05,0.08561236623067776,90,,,,,
0.16963228583335876,0.02882928028702736,2.105263157894737e-05,0.08656361474435197,91,,,,,
0.15548530220985413,0.0260891355574131,1.8947368421052634e-05,0.08751486325802615,92,,,,,
0.17383359372615814,0.029654545709490776,1.6842105263157896e-05,0.08846611177170036,93,,,,,
0.20187786221504211,0.027482256293296814,1.4736842105263157e-05,0.08941736028537456,94,,,,,
0.14089247584342957,0.029047613963484764,1.2631578947368422e-05,0.09036860879904875,95,,,,,
0.1476045846939087,0.02513984777033329,1.0526315789473684e-05,0.09131985731272295,96,,,,,
0.1786157190799713,0.02372705563902855,8.421052631578948e-06,0.09227110582639715,97,,,,,
0.17449724674224854,0.022091282531619072,6.315789473684211e-06,0.09322235434007134,98,,,,,
0.17740584909915924,0.02360360324382782,4.210526315789474e-06,0.09417360285374554,99,,,,,
0.2132837176322937,0.02423687092959881,2.105263157894737e-06,0.09512485136741974,100,,,,,
,,,0.09512485136741974,100,484.5076,1.651,0.206,6219923259855360.0,0.20696658097207546
